Country,Year,Policy,Discount,Money Market,,,,,,
Switzerland,2009,0.75,,0.05,,,,0.0075,,
Switzerland,2010,0.75,,0.04,,,,0.0075,,
Switzerland,2011,0.25,,0.07,,,,0.0025,,
Switzerland,2012,0.25,,-0.02,,,,0.0025,,
Switzerland,2013,0.25,,0.01,,,,0.0025,,
Switzerland,2014,0.25,,-2,,,,0.0025,,
Switzerland,2015,-0.25,,-1,,,,-0.0025,,
Switzerland,2016,-0.25,,-0.9,,,,-0.0025,,
Turkey,1950,,4,,,,,0,,
Turkey,1951,,3,,,,,0,,
Turkey,1952,,3,,,,,0,,
Turkey,1953,,3,,,,,0,,
Turkey,1954,,3,,,,,0,,
Turkey,1955,,4.5,,,,,0,,
Turkey,1956,,6,,,,,0,,
Turkey,1957,,6,,,,,0,,
Turkey,1958,,6,,,,,0,,
Turkey,1959,,6,,,,,0,,
Turkey,1960,,9,,,,,0,,
Turkey,1961,,7.5,,,,,0,,
Turkey,1962,,7.5,,,,,0,,
Turkey,1963,,7.5,,,,,0,,
Turkey,1964,,7.5,,,,,0,,
Turkey,1965,,7.5,,,,,0,,
Turkey,1966,,7.5,,,,,0,,
Turkey,1967,,7.5,,,,,0,,
Turkey,1968,,7.5,,,,,0,,
Turkey,1969,,7.5,,,,,0,,
Turkey,1970,,9,,,,,0,,
Turkey,1971,,9,,,,,0,,
Turkey,1972,,9,,,,,0,,
Turkey,1973,,8.75,,,,,0,,
Turkey,1974,,9,,,,,0,,
Turkey,1975,,9,,,,,0,,
Turkey,1976,,9,,,,,0,,
Turkey,1977,,9,,,,,0,,
Turkey,1978,,10,,,,,0,,
Turkey,1979,,10.75,,,,,0,,
Turkey,1980,,26,,,,,0,,
Turkey,1981,,31.5,,,,,0,,
Turkey,1982,,31.5,,,,,0,,
Turkey,1983,,48.5,,,,,0,,
Turkey,1984,,52,,,,,0,,
Turkey,1985,,52,,,,,0,,
Turkey,1986,,48,,,,,0,,
Turkey,1987,,45,,,,,0,,
Turkey,1988,,54,,,,,0,,
Turkey,1989,,54,,,,,0,,
Turkey,1990,,45,,,,,0,,
Turkey,1991,,48,,,,,0,,
Turkey,1992,,48,,,,,0,,
Turkey,1993,,48,,,,,0,,
Turkey,1994,,55,,,,,0,,
Turkey,1995,,50,,,,,0,,
Turkey,1996,,50,,,,,0,,
Turkey,1997,,67,,,,,0,,
Turkey,1998,,67,,,,,0,,
Turkey,1999,69.97,60,,,,,0.6997,,
Turkey,2000,183.2,60,,,,,1.832,,
Turkey,2001,59,60,,,,,0.59,,
Turkey,2002,44,55,,,,,0.44,,
Turkey,2003,26,43,,,,,0.26,,
Turkey,2004,18,38,,,,,0.18,,
Turkey,2005,13.5,23,,,,,0.135,,
Turkey,2006,17.5,27,,,,,0.175,,
Turkey,2007,15.96,25,,,,,0.1596,,
Turkey,2008,15.63,25,,,,,0.1563,,
Turkey,2009,6.5,15,,,,,0.065,,
Turkey,2010,1.63,14,,,,,0.0163,,
Turkey,2011,5,17,,,,,0.05,,
Turkey,2012,5,13.5,,,,,0.05,,
Turkey,2013,3.5,10.25,,,,,0.035,,
Turkey,2014,7.5,9,,,,,0.075,,
Turkey,2015,7.25,9,,,,,0.0725,,
Turkey,2016,7.25,8.75,,,,,0.0725,,
United Kingdom,1950,2,,,,,,0.02,,
United Kingdom,1951,2.5,,,,,,0.025,,
United Kingdom,1952,4,,,,,,0.04,,
United Kingdom,1953,3.5,,,,,,0.035,,
United Kingdom,1954,3,,,,,,0.03,,
United Kingdom,1955,4.5,,,,,,0.045,,
United Kingdom,1956,5.5,,,,,,0.055,,
United Kingdom,1957,7,,,,,,0.07,,
United Kingdom,1958,4,,,,,,0.04,,
United Kingdom,1959,4,,,,,,0.04,,
United Kingdom,1960,5,,,,,,0.05,,
United Kingdom,1961,6,,,,,,0.06,,
United Kingdom,1962,4.5,,,,,,0.045,,
United Kingdom,1963,4,,,,,,0.04,,
United Kingdom,1964,7,,,,,,0.07,,
United Kingdom,1965,6,,,,,,0.06,,
United Kingdom,1966,7,,,,,,0.07,,
United Kingdom,1967,8,,,,,,0.08,,
United Kingdom,1968,7,,,,,,0.07,,
United Kingdom,1969,8,,3.95,,,,0.08,,
United Kingdom,1970,7,,2,,,,0.07,,
United Kingdom,1971,5,,1.42,,,,0.05,,
United Kingdom,1972,9,,3.45,,,,0.09,,
United Kingdom,1973,13,,1.92,,,,0.13,,
United Kingdom,1974,11.5,,4.63,,,,0.115,,
United Kingdom,1975,11.25,,6.08,,,,0.1125,,
United Kingdom,1976,14.25,,5.54,,,,0.1425,,
United Kingdom,1977,7,,2.13,,,,0.07,,
United Kingdom,1978,12.5,,7.72,,,,0.125,,
United Kingdom,1979,17,,10.73,,,,0.17,,
United Kingdom,1980,14,,15.38,,,,0.14,,
United Kingdom,1981,14.38,,13.13,,,,0.1438,,
United Kingdom,1982,10,,11.97,,,,0.1,,
United Kingdom,1983,9.06,,9.84,,,,0.0906,,
United Kingdom,1984,9.5,,9.46,,,,0.095,,
United Kingdom,1985,11.38,,12.56,,,,0.1138,,
United Kingdom,1986,10.88,,10.7,,,,0.1088,,
United Kingdom,1987,8.38,,9.5,,,,0.0838,,
United Kingdom,1988,12.88,,10.02,,,,0.1288,,
United Kingdom,1989,14.88,,13.56,,,,0.1488,,
United Kingdom,1990,13.88,,14.73,,,,0.1388,,
United Kingdom,1991,10.38,,11.58,,,,0.1038,,
United Kingdom,1992,6.88,,9.37,,,,0.0688,,
United Kingdom,1993,5.38,,5.91,,,,0.0538,,
United Kingdom,1994,6.13,,4.88,,,,0.0613,,
United Kingdom,1995,6.38,,6.08,,,,0.0638,,
United Kingdom,1996,5.94,,5.96,,,,0.0594,,
United Kingdom,1997,7.25,,6.61,,,,0.0725,,
United Kingdom,1998,6.25,,7.21,,,,0.0625,,
United Kingdom,1999,5.5,,5.2,,,,0.055,,
United Kingdom,2000,6,,5.77,,,,0.06,,
United Kingdom,2001,4,,5.07,,,,0.04,,
United Kingdom,2002,4,,3.89,,,,0.04,,
United Kingdom,2003,3.75,,3.59,,,,0.0375,,
United Kingdom,2004,4.75,,4.29,,,,0.0475,,
United Kingdom,2005,4.5,,4.7,,,,0.045,,
United Kingdom,2006,5,,4.77,,,,0.05,,
United Kingdom,2007,5.5,,5.67,,,,0.055,,
United Kingdom,2008,2,,4.68,,,,0.02,,
United Kingdom,2009,0.5,,0.53,,,,0.005,,
United Kingdom,2010,0.5,,0.48,,,,0.005,,
United Kingdom,2011,0.5,,0.52,,,,0.005,,
United Kingdom,2012,0.5,,0.48,,,,0.005,,
United Kingdom,2013,0.5,,0.45,,,,0.005,,
United Kingdom,2014,0.5,,0.41,,,,0.005,,
United Kingdom,2015,0.5,,0.39,,,,0.005,,
United Kingdom,2016,0.25,,0.3,,,,0.0025,,
United States,1950,,1.75,,,,,0,,
United States,1951,,1.75,,,,,0,,
United States,1952,,1.75,,,,,0,,
United States,1953,,2,,,,,0,,
United States,1954,,1.5,,,,,0,,
United States,1955,,2.5,1.79,,,,0,,
United States,1956,,3,2.73,,,,0,,
United States,1957,,3,3.11,,,,0,,
United States,1958,,2.5,1.57,,,,0,,
United States,1959,,4,3.31,,,,0,,
United States,1960,,3,3.22,,,,0,,
United States,1961,,3,1.96,,,,0,,
United States,1962,,3,2.71,,,,0,,
United States,1963,,3.5,3.18,,,,0,,
United States,1964,,4,3.5,,,,0,,
United States,1965,,4.42,4.07,,,,0,,
United States,1966,,4.5,5.11,,,,0,,
United States,1967,,4.5,4.22,,,,0,,
United States,1968,,5.36,5.66,,,,0,,
United States,1969,,6,8.2,,,,0,,
United States,1970,,5.52,7.18,,,,0,,
United States,1971,,4.63,4.66,,,,0,,
United States,1972,,4.5,4.43,,,,0,,
United States,1973,,7.5,8.73,,,,0,,
United States,1974,,7.81,10.5,,,,0,,
United States,1975,,6,5.82,,,,0,,
United States,1976,,5.25,5.05,,,,0,,
United States,1977,,6,5.54,,,,0,,
United States,1978,,9.5,7.93,,,,0,,
United States,1979,,12,11.19,,,,0,,
United States,1980,,12.87,13.36,,,,0,,
United States,1981,,12.1,16.38,,,,0,,
United States,1982,8.5,8.73,12.26,,,,0.085,,
United States,1983,9.38,8.5,9.09,,,,0.0938,,
United States,1984,8.13,8.37,10.23,,,,0.0813,,
United States,1985,7.75,7.5,8.1,,,,0.0775,,
United States,1986,5.88,5.5,6.81,,,,0.0588,,
United States,1987,6.81,6,6.66,,,,0.0681,,
United States,1988,8.69,6.5,7.57,,,,0.0869,,
United States,1989,8.25,7,9.22,,,,0.0825,,
United States,1990,7,6.79,8.1,,,,0.07,,
United States,1991,4,4.11,5.69,,,,0.04,,
United States,1992,3,3,3.52,,,,0.03,,
United States,1993,3,3,3.02,,,,0.03,,
United States,1994,5.5,4.75,4.2,,,,0.055,,
United States,1995,5.5,5.25,5.84,,,,0.055,,
United States,1996,5.25,5,5.3,,,,0.0525,,
United States,1997,5.5,5,5.46,,,,0.055,,
United States,1998,4.75,4.5,5.35,,,,0.0475,,
United States,1999,5.5,5,4.97,,,,0.055,,
United States,2000,6.5,6,6.24,,,,0.065,,
United States,2001,1.83,1.33,3.89,,,,0.0183,,
United States,2002,1.25,0.75,1.67,,,,0.0125,,
United States,2003,1,2,1.13,,,,0.01,,
United States,2004,2.25,3.25,1.35,,,,0.0225,,
United States,2005,4.25,5.25,3.21,,,,0.0425,,
United States,2006,5.25,6.25,4.96,,,,0.0525,,
United States,2007,4.25,4.75,5.02,,,,0.0425,,
United States,2008,0.13,0.5,1.93,,,,0.0013,,
United States,2009,0.13,0.5,0.16,,,,0.0013,,
United States,2010,0.13,0.75,0.18,,,,0.0013,,
United States,2011,0.13,0.75,0.1,,,,0.0013,,
United States,2012,0.13,0.75,0.14,,,,0.0013,,
United States,2013,0.13,0.75,0.11,,,,0.0013,,
United States,2014,0.13,0.75,0.09,,,,0.0013,,
United States,2015,0.38,1,0.13,,,,0.0038,,
United States,2016,0.63,1.25,0.4,,,,0.0063,,
